Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,6961.720215,7159.330078,6720.870117,6750.759765999999,6750.759765999999,43072500.0
2000-01-04,6747.240234000001,6755.359863,6510.459961,6586.950195,6586.950195,46678400.0
2000-01-05,6585.850098,6585.850098,6388.910156,6502.069824,6502.069824,52682800.0
2000-01-06,6501.450195,6539.310059,6402.629883,6474.919922,6474.919922,41180600.0
2000-01-07,6489.939941,6791.529785,6470.140136999999,6780.959961,6780.959961,56058900.0
2000-01-10,6785.470215,6975.259765999999,6785.470215,6925.52002,6925.52002,42006200.0
2000-01-11,6926.040039,6943.830078,6821.259765999999,6891.25,6891.25,43890000.0
2000-01-12,6878.919922,6913.5,6783.220215,6912.810059,6912.810059,34683100.0
2000-01-13,6913.129883,7106.450195,6898.689941,6955.97998,6955.97998,48116200.0
2000-01-14,6960.290039,7207.450195,6960.290039,7173.220215,7173.220215,47040900.0
2000-01-17,7177.47998,7297.040039,7112.970215,7258.899901999999,7258.899901999999,44872800.0
2000-01-18,7262.209961,7306.47998,7053.859863,7072.120117,7072.120117,46792700.0
2000-01-19,7065.310059,7110.189941,6987.120117,7091.040039,7091.040039,43646500.0
2000-01-20,7095.97998,7230.75,7076.810059,7112.660156,7112.660156,46411600.0
2000-01-21,7103.700195,7103.700195,6939.939941,6992.75,6992.75,47471900.0
2000-01-24,6987.589844,7092.5,6921.970215,6931.990234000001,6931.990234000001,33473100.0
2000-01-25,6928.080078,6928.080078,6809.640137,6809.640137,6809.640137,44769800.0
2000-01-26,6838.049805,6980.930176000001,6838.049805,6969.370117,6969.370117,40597700.0
2000-01-27,6983.419922,7169.870117,6944.649901999999,7126.129883,7126.129883,43804300.0
2000-01-28,7128.009765999999,7214.580078,7040.490234000001,7066.600098000001,7066.600098000001,35825300.0
2000-01-31,7054.240234000001,7054.240234000001,6816.540039,6835.600098000001,6835.600098000001,41254200.0
2000-02-01,6841.120117,7052.220215,6841.120117,7050.459961,7050.459961,48053900.0
2000-02-02,7063.569823999999,7172.049805,7038.709961,7171.950195,7171.950195,43122700.0
2000-02-03,7175.870117,7354.560059,7134.419922,7354.259765999999,7354.259765999999,60250500.0
2000-02-04,7355.689941,7491.790039,7338.149901999999,7444.609863,7444.609863,52464500.0
2000-02-07,7450.790039,7450.790039,7270.399901999999,7296.319823999999,7296.319823999999,38538900.0
2000-02-08,7295.609863,7570.549805,7263.189941,7549.879883,7549.879883,47194000.0
