Date,Open,High,Low,Close,Adj Close,Volume
2000-02-16,4.205357,4.21875,4.004464,4.075893,3.6537669999999998,94561600
2000-02-17,4.113839,4.125,4.040179,4.102679,3.677779,72374400
2000-02-18,4.09375,4.120536,3.959821,3.973214,3.561723,58360400
2000-02-22,3.933036,4.176339,3.810268,4.064732,3.643761,105574000
2000-02-23,4.044082,4.25,3.964286,4.151786,3.7218,118274800
2000-02-24,4.189732,4.254464,3.991071,4.114397,3.688282,94108000
2000-02-25,4.100446,4.178571,3.933036,3.941964,3.5337089999999995,62286000
2000-02-28,3.933036,4.107143,3.870536,4.044643,3.625753,82082000
2000-02-29,4.055804,4.1875,4.020089,4.09375,3.669774,92240400
2000-03-01,4.234375,4.716518,4.232143,4.654018,4.172016999999999,269250800
2000-03-02,4.535714,4.569196,4.310268,4.357143,3.9058889999999997,77814800
2000-03-03,4.459821,4.579796,4.285714,4.571429,4.097981,80841600
2000-03-06,4.5,4.611607,4.464286,4.488839,4.023944999999999,52640000
2000-03-07,4.515625,4.551339,4.325893,4.388393,3.933903,68252800
2000-03-08,4.388393,4.426339,4.234375,4.357143,3.9058889999999997,67807600
2000-03-09,4.316964,4.464286,4.223214,4.366071,3.9138919999999997,69179600
2000-03-10,4.345982,4.569196,4.321429,4.491071,4.025946,62151600
2000-03-13,4.361607,4.517857,4.267857,4.332589,3.8838779999999997,75989200
2000-03-14,4.329239,4.4375,4.071429,4.080357,3.657769,107144800
2000-03-15,4.129464,4.294643,4.075893,4.151786,3.7218,110902400
2000-03-16,4.189732,4.357143,4.089286,4.341518,3.891882,94525200
2000-03-17,4.290179,4.464286,4.272321,4.464286,4.001935,76260800
2000-03-20,4.410714,4.508929,4.370536,4.392857,3.937904,51122400
2000-03-21,4.377232,4.883929,4.34375,4.819196,4.320089,131082000
2000-03-22,4.742186,5.15625,4.698661,5.149554,4.6162339999999995,141999200
2000-03-23,5.071429,5.370536,5.0,5.046875,4.524187,140641200
2000-03-24,5.087054,5.140625,4.839286,4.953125,4.4401459999999995,111728400
2000-03-27,4.915179,5.169643,4.888393,4.984375,4.468161,69795600
2000-03-28,4.901786,5.071429,4.897321,4.96875,4.454154,50741600
2000-03-29,4.977679,4.979911,4.779575,4.854911,4.352105,59959200
2000-03-30,4.770089,4.917411,4.479911,4.491071,4.025946,103600000
2000-03-31,4.551339,4.901786,4.5,4.850446,4.348102,101158400
2000-04-03,4.839286,4.982143,4.622768,4.761161,4.268064,82140800
2000-04-04,4.736607,4.75,4.169643,4.546875,4.07597,165082400
2000-04-05,4.516739,4.745536,4.428571,4.65625,4.174019,114416400
2000-04-06,4.665179,4.803571,4.401786,4.470982,4.007937999999999,64906800
2000-04-07,4.544643,4.709821,4.482143,4.705357,4.21804,60608800
2000-04-10,4.703125,4.741071,4.455357,4.464286,4.001935,53065600
2000-04-11,4.410714,4.459821,4.216518,4.265625,3.8238489999999996,135455600
2000-04-12,4.25,4.25,3.745536,3.901786,3.4976910000000005,235284000
2000-04-13,3.982143,4.285714,3.875,4.064732,3.643761,132456800
2000-04-14,3.904018,4.214286,3.892857,3.995536,3.581732,166905200
2000-04-17,3.910714,4.426339,3.895089,4.424107,3.965918,102390400
2000-04-18,4.410714,4.53125,4.263393,4.53125,4.061965,97731200
2000-04-19,4.506696,4.651786,4.276786,4.325893,3.877875,130037600
2000-04-20,4.417411,4.455357,4.180804,4.245536,3.8058400000000003,180530000
2000-04-24,4.107143,4.303571,4.098214,4.303571,3.8578660000000005,110905200
2000-04-25,4.361607,4.598214,4.359375,4.582589,4.107985,97910400
2000-04-26,4.522321,4.571429,4.285714,4.332589,3.8838779999999997,91728000
2000-04-27,4.185268,4.535714,4.163504,4.526786,4.057963,81650800
2000-04-28,4.540179,4.553571,4.332589,4.430804,3.971921,62395200
2000-05-01,4.459821,4.46875,4.352679,4.439732,3.979924,56548800
2000-05-02,4.401786,4.508929,4.196429,4.209821,3.773824,59108000
2000-05-03,4.247768,4.330357,3.986607,4.109375,3.6837809999999998,122449600
2000-05-04,4.111607,4.116071,3.948661,3.953125,3.543714,99878800
2000-05-05,3.957589,4.098214,3.954239,4.040179,3.621752,71019200
2000-05-08,4.003346,4.060268,3.928571,3.933036,3.5257050000000003,46225200
2000-05-09,3.939732,3.973214,3.745536,3.765625,3.375632,81785200
2000-05-10,3.716518,3.75,3.526786,3.546875,3.179538,133772800
2000-05-11,3.620536,3.723214,3.535714,3.671875,3.2915919999999996,124936000
2000-05-12,3.785714,3.946429,3.741629,3.84375,3.4456660000000006,76728400
2000-05-15,3.859375,3.859375,3.575893,3.607143,3.233564,169733200
2000-05-16,3.7327,3.895089,3.669643,3.774554,3.383636,110112800
2000-05-17,3.700893,3.703125,3.584821,3.620536,3.2455689999999997,99523200
2000-05-18,3.678571,3.747768,3.59375,3.598214,3.225559,93444400
2000-05-19,3.544643,3.544643,3.334821,3.357143,3.009455,185166800
2000-05-22,3.348214,3.348214,3.071429,3.212054,2.8793919999999997,188876800
2000-05-23,3.232143,3.334821,3.058036,3.064732,2.747329,129396400
2000-05-24,3.078125,3.205357,2.964286,3.131696,2.8073580000000002,169615600
2000-05-25,3.160714,3.30915,3.071429,3.116629,2.79385,101687600
2000-05-26,3.142857,3.209821,3.044643,3.084821,2.7653369999999997,45287200
2000-05-30,3.129464,3.147321,2.919643,3.127232,2.803355,178264800
2000-05-31,3.102679,3.258929,2.993304,3.0,2.6893,108376800
2000-06-01,2.919643,3.198661,2.870536,3.183036,2.85338,225960000
2000-06-02,3.348214,3.5625,3.178571,3.305804,2.963433,198212000
2000-06-05,3.332589,3.401786,3.203125,3.261161,2.923413,80917200
2000-06-06,3.284596,3.455357,3.225446,3.316964,2.9734380000000002,131370400
2000-06-07,3.34375,3.464286,3.272321,3.448661,3.091495,84254800
2000-06-08,3.486607,3.517857,3.325893,3.386161,3.035468,59631600
2000-06-09,3.455357,3.497768,3.370536,3.419643,3.065483,63089600
2000-06-12,3.441964,3.444196,3.245536,3.256696,2.919412,72584400
2000-06-13,3.256696,3.381696,3.149554,3.375,3.0254630000000002,87864000
2000-06-14,3.381696,3.4375,3.21875,3.229911,2.8954,69361600
2000-06-15,3.258929,3.334821,3.178571,3.299107,2.95743,62143200
2000-06-16,3.339286,3.348214,3.180804,3.256696,2.919412,75891200
2000-06-19,3.234375,3.495536,3.207589,3.450893,3.093496,98501200
2000-06-20,3.517857,3.712054,3.513393,3.616071,3.241567,125347600
2000-06-21,3.607143,4.066964,3.59375,3.973214,3.561723,122500000
2000-06-22,3.982143,4.116071,3.825893,3.839286,3.441664,116928000
2000-06-23,3.841514,3.901786,3.629464,3.691964,3.3096,51241400
2000-06-26,3.75,3.910714,3.723214,3.866071,3.465676,46338600
2000-06-27,3.841514,3.964286,3.6875,3.696429,3.3136019999999995,50867600
2000-06-28,3.808036,3.955357,3.678571,3.888393,3.485686,71607200
2000-06-29,3.790179,3.852679,3.647321,3.660714,3.2815870000000005,50915200
2000-06-30,3.772321,3.924107,3.691964,3.741071,3.353622,80774400
2000-07-03,3.723214,3.879464,3.723214,3.808036,3.41365,17707200
2000-07-05,3.803571,3.941964,3.625,3.6875,3.3055980000000003,66304000
2000-07-06,3.75,3.78125,3.544643,3.700893,3.317604,77386400
2000-07-07,3.756693,3.915179,3.723214,3.888393,3.485686,65900800
2000-07-10,3.863836,4.160714,3.839286,4.080357,3.657769,99449000
2000-07-11,4.071429,4.232143,3.959821,4.066964,3.6457629999999996,89474000
2000-07-12,4.151786,4.209821,4.026786,4.205357,3.769823,56358400
2000-07-13,4.178571,4.330357,3.910714,4.035714,3.617749,111414800
2000-07-14,4.080357,4.214286,4.0625,4.120536,3.6937860000000002,47569200
2000-07-17,4.160714,4.200893,4.080357,4.165179,3.733806,65000600
2000-07-18,4.178571,4.205357,4.0625,4.089286,3.665772,79601200
2000-07-19,3.941964,4.058036,3.696429,3.763393,3.3736309999999996,114468200
2000-07-20,3.928571,4.075893,3.866071,3.9375,3.529707,116393200
2000-07-21,3.882807,3.973214,3.78125,3.825893,3.4296580000000003,49058800
2000-07-24,3.754464,3.776786,3.392857,3.477679,3.117507,103042800
2000-07-25,3.59375,3.616071,3.504464,3.575893,3.20555,52901800
2000-07-26,3.560264,3.660714,3.517857,3.575893,3.20555,52617600
2000-07-27,3.571429,3.803571,3.5625,3.714286,3.3296099999999997,73746400
2000-07-28,3.734371,3.75,3.348214,3.450893,3.093496,59473400
2000-07-31,3.511157,3.6875,3.482143,3.629464,3.253573,38824800
2000-08-01,3.59375,3.654014,3.517857,3.522321,3.157527,34321000
2000-08-02,3.5,3.566964,3.370536,3.375,3.0254630000000002,40588800
2000-08-03,3.254464,3.433036,3.160714,3.428571,3.073486,84974400
2000-08-04,3.5334779999999997,3.660714,3.308036,3.383929,3.033467,65780400
2000-08-07,3.419643,3.504464,3.370536,3.424107,3.069484,46837000
2000-08-08,3.424107,3.428571,3.308036,3.339286,2.993447,44168600
2000-08-09,3.4375,3.459821,3.375,3.392857,3.041471,94910200
2000-08-10,3.428571,3.459821,3.383929,3.397321,3.045472,62928600
2000-08-11,3.3459779999999997,3.428571,3.254464,3.40625,3.053477,59514000
2000-08-14,3.39955,3.40625,3.308036,3.361607,3.013457,39165000
2000-08-15,3.375,3.424107,3.321429,3.334821,2.989445,28550200
2000-08-16,3.348214,3.5,3.34375,3.464286,3.105501,35918400
2000-08-17,3.455357,3.745536,3.450893,3.674107,3.293592,67725000
2000-08-18,3.669643,3.700893,3.5625,3.571429,3.201548,47544000
2000-08-21,3.589286,3.683036,3.544643,3.607143,3.233564,33616800
2000-08-22,3.616071,3.772321,3.598214,3.691964,3.3096,69200600
2000-08-23,3.676336,3.910714,3.647321,3.879464,3.477682,59215800
2000-08-24,3.905128,4.044643,3.8125,4.007807,3.592733,77691600
2000-08-25,4.035714,4.107143,4.026786,4.058036,3.6377599999999997,83615000
2000-08-28,4.089286,4.214286,4.075893,4.147321,3.717798,89751200
2000-08-29,4.133929,4.245536,4.120536,4.227679,3.789832,66757600
2000-08-30,4.214286,4.285714,4.193079,4.25,3.8098419999999997,71348200
2000-08-31,4.21205,4.392857,4.209821,4.352679,3.9018870000000003,104899200
2000-09-01,4.379464,4.544643,4.366071,4.53125,4.061965,64218000
2000-09-05,4.475443,4.580357,4.446429,4.459821,3.997933,74660600
2000-09-06,4.383929,4.455357,4.125,4.174107,3.7418089999999995,88851000
2000-09-07,4.223214,4.46875,4.160714,4.428571,3.9699190000000004,54366200
2000-09-08,4.401786,4.401786,4.178571,4.205357,3.769823,48879600
2000-09-11,4.191964,4.3125,4.151786,4.174107,3.7418089999999995,46845400
2000-09-12,4.095979,4.290179,4.071429,4.125,3.6977889999999998,46999400
2000-09-13,4.053571,4.25,4.053571,4.142857,3.713796,76496000
2000-09-14,4.183036,4.258929,4.058036,4.0613779999999995,3.6407559999999997,106638000
2000-09-15,4.125,4.15625,3.875,3.945307,3.5367059999999997,98628600
2000-09-18,3.946429,4.339286,3.933036,4.332586,3.883875,106134000
2000-09-19,4.267857,4.321429,4.183036,4.28125,3.8378550000000002,67877600
2000-09-20,4.2433,4.388393,4.183036,4.360486,3.908886,56847000
2000-09-21,4.178571,4.258929,3.946429,4.049107,3.6297550000000003,127622600
2000-09-22,3.59375,3.745536,3.571429,3.727679,3.341616,181675200
2000-09-25,3.767857,3.964286,3.71875,3.821429,3.4256559999999996,108887800
2000-09-26,3.808036,3.910714,3.669643,3.674107,3.293592,72734200
2000-09-27,3.696429,3.767857,3.446429,3.495536,3.133515,100564800
2000-09-28,3.522321,3.84375,3.4375,3.821429,3.4256559999999996,244896400
2000-09-29,2.013393,2.071429,1.8125,1.839286,1.648797,1855410200
2000-10-02,1.90625,1.910714,1.6785709999999998,1.732143,1.552751,606197200
2000-10-03,1.78125,1.785714,1.5848209999999998,1.59375,1.428691,509530000
2000-10-04,1.598214,1.6964290000000002,1.5625,1.6875,1.512731,366506000
2000-10-05,1.6785709999999998,1.75,1.5714290000000002,1.575893,1.412683,218251600
2000-10-06,1.620536,1.638393,1.5,1.5848209999999998,1.420687,153164200
2000-10-09,1.6160709999999998,1.6339290000000002,1.5089290000000002,1.5535709999999998,1.392674,149391200
2000-10-10,1.544643,1.6026790000000002,1.464286,1.4910709999999998,1.336646,172775400
2000-10-11,1.4375,1.5,1.3660709999999998,1.401786,1.256608,299605600
2000-10-12,1.450893,1.486607,1.392857,1.4285709999999998,1.280619,297766000
2000-10-13,1.4464290000000002,1.580357,1.4285709999999998,1.575893,1.412683,311938200
2000-10-16,1.59375,1.660714,1.526786,1.535714,1.376666,205044000
2000-10-17,1.549107,1.566964,1.40625,1.4375,1.2886229999999999,150430000
2000-10-18,1.388393,1.504464,1.339286,1.4375,1.2886229999999999,208566400
2000-10-19,1.3683,1.4151790000000002,1.308036,1.3526790000000002,1.2125860000000002,376681200
2000-10-20,1.361607,1.455357,1.3526790000000002,1.392857,1.248604,197815800
2000-10-23,1.447543,1.46875,1.388393,1.455357,1.3046309999999999,137823000
2000-10-24,1.4776790000000002,1.4910709999999998,1.34375,1.348214,1.208585,201112800
2000-10-25,1.361607,1.370536,1.316964,1.3214290000000002,1.1845729999999999,165992400
2000-10-26,1.34375,1.348214,1.25,1.3214290000000002,1.1845729999999999,180462800
2000-10-27,1.348214,1.370536,1.276786,1.325893,1.188575,186125800
2000-10-30,1.3660709999999998,1.424107,1.339286,1.379464,1.2365979999999999,159797400
2000-10-31,1.410714,1.4464290000000002,1.375,1.3973209999999998,1.2526059999999999,221470200
2000-11-01,1.388393,1.4910709999999998,1.388393,1.464286,1.312635,143841600
2000-11-02,1.5089290000000002,1.6026790000000002,1.504464,1.59375,1.428691,147673400
2000-11-03,1.642857,1.642857,1.566964,1.589286,1.4246889999999999,128955400
2000-11-06,1.6026790000000002,1.6160709999999998,1.4910709999999998,1.53125,1.3726639999999999,98369600
2000-11-07,1.535714,1.558036,1.486607,1.5223209999999998,1.36466,75490800
2000-11-08,1.526786,1.53125,1.4151790000000002,1.433036,1.284621,105522200
2000-11-09,1.419643,1.464286,1.361607,1.441964,1.292625,119208600
2000-11-10,1.382807,1.419643,1.361607,1.361607,1.22059,105562800
2000-11-13,1.339286,1.4285709999999998,1.3035709999999998,1.3839290000000002,1.2406,107954000
2000-11-14,1.424107,1.464286,1.3973209999999998,1.4464290000000002,1.296627,102250400
2000-11-15,1.4308,1.441964,1.375,1.419643,1.272615,70589400
2000-11-16,1.392857,1.4151790000000002,1.348214,1.357143,1.216588,59843000
2000-11-17,1.370536,1.375,1.3035709999999998,1.3214290000000002,1.1845729999999999,111545000
2000-11-20,1.3281209999999999,1.392857,1.3035709999999998,1.3526790000000002,1.2125860000000002,102016600
2000-11-21,1.370536,1.392857,1.339286,1.34375,1.204583,75488000
2000-11-22,1.34375,1.3660709999999998,1.3125,1.3214290000000002,1.1845729999999999,70133000
2000-11-24,1.347093,1.392857,1.34375,1.379464,1.2365979999999999,40233200
2000-11-27,1.419643,1.424107,1.3214290000000002,1.3348209999999998,1.196579,64698200
2000-11-28,1.3348209999999998,1.357143,1.28125,1.287943,1.154555,67281200
2000-11-29,1.2924069999999999,1.308036,1.232143,1.254464,1.124544,123037600
2000-11-30,1.191964,1.214286,1.151786,1.1785709999999998,1.056511,202399400
2000-12-01,1.214286,1.25,1.200893,1.21875,1.0925280000000002,96426400
2000-12-04,1.2276790000000002,1.2276790000000002,1.174107,1.191964,1.068517,92880200
2000-12-05,1.2098209999999998,1.245536,1.169643,1.214286,1.088526,153494600
2000-12-06,1.044643,1.0714290000000002,1.0,1.0223209999999998,0.916443,343616000
2000-12-07,1.03125,1.0625,1.0,1.0223209999999998,0.916443,102229400
2000-12-08,1.058036,1.09375,1.03125,1.075893,0.9644659999999999,108906000
2000-12-11,1.0848209999999998,1.098214,1.0625,1.0848209999999998,0.9724700000000001,83127800
2000-12-12,1.089286,1.142857,1.0714290000000002,1.098214,0.984476,96565000
2000-12-13,1.111607,1.111607,1.0625,1.0714290000000002,0.960464,86221800
2000-12-14,1.0736569999999999,1.089286,1.03125,1.03125,0.9244469999999999,65829400
2000-12-15,1.0401790000000002,1.049107,1.0,1.004464,0.900435,128486400
2000-12-18,1.0401790000000002,1.044643,0.9955360000000001,1.017857,0.912441,81452000
2000-12-19,1.026786,1.089286,1.0,1.0,0.896433,93501800
2000-12-20,0.9843709999999999,1.044643,0.9732139999999999,1.026786,0.9204450000000001,141332800
2000-12-21,1.017857,1.0714290000000002,0.9910709999999999,1.004464,0.900435,91711200
2000-12-22,1.0089290000000002,1.0714290000000002,1.0089290000000002,1.0714290000000002,0.960464,79513000
2000-12-26,1.0625,1.0714290000000002,1.017857,1.049107,0.9404549999999999,54203800
2000-12-27,1.02455,1.058036,1.013393,1.058036,0.948459,81366600
2000-12-28,1.026786,1.066964,1.0223209999999998,1.058036,0.948459,76294400
2000-12-29,1.049107,1.0714290000000002,1.035714,1.0625,0.9524600000000001,157584000
2001-01-02,1.0625,1.089286,1.0401790000000002,1.0625,0.9524600000000001,113078000
2001-01-03,1.035714,1.191964,1.03125,1.169643,1.048507,204268400
2001-01-04,1.295757,1.3214290000000002,1.200893,1.21875,1.0925280000000002,184849000
2001-01-05,1.2098209999999998,1.2410709999999998,1.1473209999999998,1.169643,1.048507,103089000
2001-01-08,1.2098209999999998,1.213164,1.138393,1.183036,1.0605129999999998,93424800
2001-01-09,1.200893,1.260043,1.183036,1.2276790000000002,1.100532,147232400
2001-01-10,1.191964,1.214286,1.1473209999999998,1.183036,1.0605129999999998,145195400
2001-01-11,1.160714,1.3214290000000002,1.160714,1.285714,1.152557,200933600
2001-01-12,1.276786,1.285714,1.21875,1.2276790000000002,1.100532,105844200
2001-01-16,1.245536,1.3035709999999998,1.214286,1.223214,1.09653,76529600
2001-01-17,1.254464,1.254464,1.1785709999999998,1.200893,1.0765200000000001,210218400
2001-01-18,1.2723209999999998,1.339286,1.2589290000000002,1.3348209999999998,1.196579,306752600
2001-01-19,1.388393,1.3973209999999998,1.3348209999999998,1.392857,1.248604,194166000
2001-01-22,1.361607,1.401786,1.316964,1.375,1.2325959999999998,129831800
2001-01-23,1.379464,1.495536,1.361607,1.464286,1.312635,219882600
2001-01-24,1.473214,1.4776790000000002,1.3973209999999998,1.464286,1.312635,179272800
2001-01-25,1.46875,1.46875,1.410714,1.424107,1.2766170000000001,122427200
2001-01-26,1.392857,1.4151790000000002,1.361607,1.3973209999999998,1.2526059999999999,120705200
2001-01-29,1.3973209999999998,1.5535709999999998,1.3973209999999998,1.549107,1.388672,213882200
2001-01-30,1.5401790000000002,1.5714290000000002,1.4910709999999998,1.5535709999999998,1.392674,173105800
2001-01-31,1.535714,1.607143,1.53125,1.544643,1.38467,182676200
2001-02-01,1.4776790000000002,1.535714,1.464286,1.5089290000000002,1.352654,92423800
2001-02-02,1.5089290000000002,1.566964,1.464286,1.473214,1.320639,106835400
2001-02-05,1.464286,1.46875,1.410714,1.441964,1.292625,71528800
2001-02-06,1.439729,1.5279,1.4285709999999998,1.5089290000000002,1.352654,115677800
2001-02-07,1.475443,1.4910709999999998,1.4151790000000002,1.482143,1.328642,98471800
2001-02-08,1.46875,1.504464,1.441964,1.482143,1.328642,151032000
2001-02-09,1.464286,1.486607,1.3348209999999998,1.3660709999999998,1.224592,147520800
2001-02-12,1.361607,1.4285709999999998,1.34375,1.40625,1.26061,68530000
2001-02-13,1.424107,1.4598209999999998,1.357143,1.3660709999999998,1.224592,59267600
2001-02-14,1.370536,1.401786,1.3214290000000002,1.392857,1.248604,77280000
2001-02-15,1.40625,1.46875,1.40625,1.433036,1.284621,77854000
2001-02-16,1.357143,1.392857,1.339286,1.357143,1.216588,65977800
2001-02-20,1.370536,1.388393,1.299107,1.308036,1.172567,78723400
2001-02-21,1.3035709999999998,1.424107,1.3035709999999998,1.348214,1.208585,97564600
2001-02-22,1.361607,1.3839290000000002,1.285714,1.34375,1.204583,107990400
2001-02-23,1.330357,1.348214,1.3035709999999998,1.34375,1.204583,73466400
2001-02-26,1.361607,1.40625,1.325893,1.392857,1.248604,51609600
2001-02-27,1.377229,1.388393,1.3348209999999998,1.3839290000000002,1.2406,87129000
2001-02-28,1.3839290000000002,1.388393,1.294643,1.3035709999999998,1.1685649999999999,127058400
2001-03-01,1.2723209999999998,1.339286,1.2276790000000002,1.339286,1.200581,82615400
2001-03-02,1.308036,1.4598209999999998,1.3035709999999998,1.375,1.2325959999999998,101550400
2001-03-05,1.3839290000000002,1.464286,1.375,1.455357,1.3046309999999999,81043200
2001-03-06,1.4799069999999999,1.575893,1.4776790000000002,1.535714,1.376666,182950600
2001-03-07,1.5223209999999998,1.544643,1.482143,1.517857,1.360658,104885200
2001-03-08,1.4776790000000002,1.5089290000000002,1.4598209999999998,1.486607,1.332645,51214800
2001-03-09,1.473214,1.4776790000000002,1.4285709999999998,1.4464290000000002,1.296627,74783800
2001-03-12,1.40625,1.419643,1.294643,1.330357,1.192577,97755000
2001-03-13,1.348214,1.3973209999999998,1.299107,1.3973209999999998,1.2526059999999999,110832400
2001-03-14,1.3214290000000002,1.464286,1.316964,1.4598209999999998,1.308633,119443800
2001-03-15,1.4910709999999998,1.526786,1.40625,1.40625,1.26061,132329400
2001-03-16,1.357143,1.450893,1.348214,1.401786,1.256608,117579000
2001-03-19,1.410714,1.473214,1.392857,1.46875,1.316637,89002200
2001-03-20,1.4799069999999999,1.495536,1.40625,1.40625,1.26061,124801600
2001-03-21,1.412943,1.4910709999999998,1.3839290000000002,1.4375,1.2886229999999999,92843800
2001-03-22,1.455357,1.5535709999999998,1.441964,1.544643,1.38467,180825400
2001-03-23,1.575893,1.683036,1.5714290000000002,1.642857,1.472712,236222000
2001-03-26,1.6521430000000001,1.6964290000000002,1.5092860000000001,1.555714,1.3945940000000001,183612800
2001-03-27,1.567143,1.6464290000000001,1.564286,1.6335709999999999,1.464388,135955400
2001-03-28,1.577143,1.607143,1.535714,1.5835709999999998,1.419567,146165600
2001-03-29,1.555,1.675,1.535714,1.609286,1.442618,153266400
2001-03-30,1.610714,1.622857,1.524286,1.576429,1.413163,100087400
2001-04-02,1.577857,1.618571,1.528571,1.542143,1.3824290000000001,85227800
2001-04-03,1.525714,1.528571,1.437857,1.445714,1.295987,92171800
2001-04-04,1.411429,1.4464290000000002,1.339286,1.392857,1.248604,171371200
2001-04-05,1.471429,1.607143,1.4285709999999998,1.4907139999999999,1.3363260000000001,111690600
2001-04-06,1.485714,1.5028569999999999,1.421429,1.4707139999999999,1.318397,81222400
2001-04-09,1.477857,1.524286,1.432857,1.467143,1.3151959999999998,66645600
2001-04-10,1.4928569999999999,1.621429,1.484286,1.574286,1.411243,114343600
2001-04-11,1.641429,1.642857,1.52,1.557143,1.395875,83524000
2001-04-12,1.53,1.6442860000000001,1.510714,1.601429,1.435574,74733400
2001-04-16,1.577857,1.6,1.49,1.5314290000000002,1.372824,71306200
2001-04-17,1.514286,1.515,1.4,1.457143,1.306231,171299800
2001-04-18,1.540714,1.72,1.505714,1.6278569999999999,1.459266,275210600
2001-04-19,1.825,1.839286,1.685714,1.837143,1.6468759999999998,468417600
2001-04-20,1.780714,1.830714,1.7571430000000001,1.788571,1.603335,173350800
2001-04-23,1.7385709999999999,1.785714,1.714286,1.732143,1.552751,135381400
2001-04-24,1.737857,1.767857,1.679286,1.716429,1.538664,94284400
2001-04-25,1.729286,1.775714,1.683571,1.765714,1.582845,82695200
2001-04-26,1.797857,1.864286,1.762857,1.763571,1.580924,199924200
2001-04-27,1.8,1.8778569999999999,1.767857,1.871429,1.677611,113253000
2001-04-30,1.907143,1.937143,1.776429,1.820714,1.632149,123694200
2001-05-01,1.815,1.892857,1.8,1.852143,1.660323,106813000
2001-05-02,1.881429,1.907143,1.84,1.899286,1.7025830000000002,92131200
2001-05-03,1.855,1.875,1.766429,1.782857,1.5982129999999999,75385800
2001-05-04,1.731429,1.846429,1.711429,1.839286,1.648797,70263200
2001-05-07,1.83,1.84,1.774286,1.782857,1.5982129999999999,69137600
2001-05-08,1.810714,1.817857,1.7107139999999998,1.755,1.57324,78859200
2001-05-09,1.724286,1.753571,1.690714,1.712857,1.535463,81222400
2001-05-10,1.729286,1.75,1.639286,1.642857,1.472712,72244200
2001-05-11,1.643571,1.677857,1.6257139999999999,1.6321430000000001,1.463107,50761200
2001-05-14,1.635,1.691429,1.625,1.663571,1.4912809999999999,77305200
2001-05-15,1.669286,1.8214290000000002,1.645714,1.655714,1.484238,59256400
2001-05-16,1.661429,1.75,1.6321430000000001,1.721429,1.543146,80582600
2001-05-17,1.7307139999999999,1.737857,1.660714,1.682143,1.507929,83029800
2001-05-18,1.6685709999999998,1.6885709999999998,1.651429,1.680714,1.506648,39762800
2001-05-21,1.687857,1.707857,1.6464290000000001,1.682857,1.508569,115249400
2001-05-22,1.714286,1.723571,1.671429,1.6785709999999998,1.5047270000000001,103229000
2001-05-23,1.6964290000000002,1.6964290000000002,1.632857,1.659286,1.487439,70260400
2001-05-24,1.663571,1.6642860000000002,1.6157139999999999,1.657143,1.485519,67939200
2001-05-25,1.657143,1.663571,1.607143,1.6257139999999999,1.4573450000000001,39685800
2001-05-29,1.594286,1.607143,1.486429,1.533571,1.374745,128997400
2001-05-30,1.4828569999999999,1.4828569999999999,1.378571,1.412857,1.266532,194269600
