X0,y
2015-12-22 11:30:00,21.2499999997
2015-12-22 11:45:00,20.983333333
2015-12-22 12:00:00,20.7749999995
2015-12-22 12:15:00,20.641666666
2015-12-22 12:30:00,20.5625
2015-12-22 12:45:00,20.4875
2015-12-22 13:00:00,20.45
2015-12-22 13:15:00,20.45
2015-12-22 13:30:00,20.475
2015-12-22 13:45:00,20.5
2015-12-22 14:00:00,20.5
2015-12-22 14:15:00,20.5625
2015-12-22 14:30:00,21.05
2015-12-22 14:45:00,22.225
2015-12-22 15:00:00,22.4
2015-12-22 15:15:00,21.85
2015-12-22 15:30:00,21.55
2015-12-22 15:45:00,21.375
2015-12-22 16:00:00,21.25
2015-12-22 16:15:00,21.175
2015-12-22 16:30:00,21.1
2015-12-22 16:45:00,21.0125
2015-12-22 17:00:00,20.975
2015-12-22 17:15:00,20.9125
2015-12-22 17:30:00,20.875
2015-12-22 17:45:00,20.85
2015-12-22 18:00:00,20.825
2015-12-22 18:15:00,20.775
2015-12-22 18:30:00,20.75
2015-12-22 18:45:00,20.7375
2015-12-22 19:00:00,20.675
2015-12-22 19:15:00,20.81875
2015-12-22 19:30:00,21.625
2015-12-22 19:45:00,22.3375
2015-12-22 20:00:00,22.0
2015-12-22 20:15:00,21.7
2015-12-22 20:30:00,21.508333333
2015-12-22 20:45:00,21.25
2015-12-22 21:00:00,21.0875
2015-12-22 21:15:00,20.9125
2015-12-22 21:30:00,20.6916666665
2015-12-22 21:45:00,20.4875
2015-12-22 22:00:00,20.258333333
2015-12-22 22:15:00,20.1
2015-12-22 22:30:00,19.95
2015-12-22 22:45:00,19.8375
2015-12-22 23:00:00,19.725
2015-12-22 23:15:00,19.625
2015-12-22 23:30:00,19.55
2015-12-22 23:45:00,19.5
2015-12-23 00:00:00,19.45
2015-12-23 00:15:00,19.3875
2015-12-23 00:30:00,19.35
2015-12-23 00:45:00,19.25
2015-12-23 01:00:00,19.25
2015-12-23 01:15:00,19.15
2015-12-23 01:30:00,19.15
2015-12-23 01:45:00,19.0625
2015-12-23 02:00:00,19.025
2015-12-23 02:15:00,18.975
2015-12-23 02:30:00,18.95
2015-12-23 02:45:00,18.9
2015-12-23 03:00:00,18.85
2015-12-23 03:15:00,18.825
2015-12-23 03:30:00,18.775
2015-12-23 03:45:00,18.7
2015-12-23 04:00:00,18.675
2015-12-23 04:15:00,18.6375
2015-12-23 04:30:00,18.625
2015-12-23 04:45:00,18.6
2015-12-23 05:00:00,18.525
2015-12-23 05:15:00,18.5125
2015-12-23 05:30:00,18.45
2015-12-23 05:45:00,18.425
2015-12-23 06:00:00,18.425
2015-12-23 06:15:00,18.3875
2015-12-23 06:30:00,18.35
2015-12-23 06:45:00,18.35
2015-12-23 07:00:00,18.35
2015-12-23 07:15:00,18.3416666665
2015-12-23 07:30:00,18.3125
2015-12-23 07:45:00,18.325
2015-12-23 08:00:00,18.3166666665
2015-12-23 08:15:00,18.9499999995
2015-12-23 08:30:00,21.5625
2015-12-23 08:45:00,23.7
2015-12-23 09:00:00,23.5875
2015-12-23 09:15:00,22.425
2015-12-23 09:30:00,21.65
2015-12-23 09:45:00,21.125
2015-12-23 10:00:00,20.7499999997
2015-12-23 10:15:00,20.5125
2015-12-23 10:30:00,21.1875
2015-12-23 10:45:00,22.4875
2015-12-23 11:00:00,22.475
2015-12-23 11:15:00,21.7625
2015-12-23 11:30:00,21.3125
2015-12-23 11:45:00,21.0125
2015-12-23 12:00:00,20.775
2015-12-23 12:15:00,20.625
2015-12-23 12:30:00,20.475
2015-12-23 12:45:00,20.425
2015-12-23 13:00:00,20.375
2015-12-23 13:15:00,20.6875
2015-12-23 13:30:00,23.025
2015-12-23 13:45:00,24.275
2015-12-23 14:00:00,23.3625
2015-12-23 14:15:00,22.5375
2015-12-23 14:30:00,22.075
2015-12-23 14:45:00,21.6875
2015-12-23 15:00:00,21.4166666665
2015-12-23 15:15:00,21.258333333
2015-12-23 15:30:00,21.125
2015-12-23 15:45:00,21.0
2015-12-23 16:00:00,20.95
2015-12-23 16:15:00,20.85
2015-12-23 16:30:00,20.8
2015-12-23 16:45:00,20.75
2015-12-23 17:00:00,20.725
2015-12-23 17:15:00,20.675
2015-12-23 17:30:00,20.675
2015-12-23 17:45:00,20.675
2015-12-23 18:00:00,21.1875
2015-12-23 18:15:00,22.225
2015-12-23 18:30:00,21.9375
2015-12-23 18:45:00,21.575
2015-12-23 19:00:00,21.283333333
2015-12-23 19:15:00,21.175
2015-12-23 19:30:00,21.025
2015-12-23 19:45:00,20.925
2015-12-23 20:00:00,20.8375
2015-12-23 20:15:00,20.75
2015-12-23 20:30:00,20.7875
2015-12-23 20:45:00,20.8
2015-12-23 21:00:00,20.7
2015-12-23 21:15:00,20.65
2015-12-23 21:30:00,20.475
2015-12-23 21:45:00,20.325
2015-12-23 22:00:00,20.1375
2015-12-23 22:15:00,20.0
2015-12-23 22:30:00,19.8625
2015-12-23 22:45:00,19.75
2015-12-23 23:00:00,19.625
2015-12-23 23:15:00,19.55
2015-12-23 23:30:00,19.45
2015-12-23 23:45:00,19.35
2015-12-24 00:00:00,19.2875
2015-12-24 00:15:00,19.175
2015-12-24 00:30:00,19.1125
2015-12-24 00:45:00,19.05
2015-12-24 01:00:00,18.975
